"year","column_number","variable_name","variable_label","value_labels","variable_class","example_values","block","question","subitem","activity_number","questionnaire_section","file_component","readable_description"
"2023",102,"b6q4_3pt5_cperv1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","62, 99, 93, 21, 95, 11, 31, 91, 82, 51",6,4,5,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2023",103,"b6q5_3pt5_cperv1","Industry Code (NIC) for activity 1","","character","01, , 49, 86, 42, 74, 47, 94, 84, 52",6,5,5,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2023",104,"b6q6_3pt5_cperv1","hours actuallly worked for activity 1 on 3rd day","","numeric","8, 0, 7, 6, 5, 4, 3, 10, 9, 11",6,6,5,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on 3rd day"
"2023",105,"b6q9_3pt5_cperv1","wage earning for activity 1 on 3rd day","","numeric","0, 300, 250, 500, 400, 200, 800, 700, 600, 450",6,9,5,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 3rd day"
"2023",106,"b6q4_act2_3pt5_cperv1","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 42, 12, 72, 31, 21, 41, 51, 62",6,4,5,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2023",107,"b6q5_act2_3pt5_cperv1","Industry Code (NIC) for activity 2","","character",", 01, 61, 42, 49, 58, 86, 47, 41, 13",6,5,5,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2023",108,"b6q6_act2_3pt5_cperv1","hours actuallly worked for activity 2 on 3rd day","","numeric","0, 2, 4, 6, 8, 3, 5, 1, 9, 7",6,6,5,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 3rd day"
"2023",109,"b6q9_act2_3pt5_cperv1","wage earning for activity 2 on 3 rd day","","numeric","0, 220, 250, 280, 200, 300, 232, 204, 450, 100",6,9,5,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 3 rd day"
"2023",110,"b6q7_3pt5_cperv1","total hours actually worked on 3rd day","","numeric","0, 8, 7, 5, 6, 4, 3, 10, 9, 11",6,7,5,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 3rd day"
"2023",111,"b6q8_3pt5_cperv1","hours available for aditional worked on 3rd day","","numeric","0, 5, 1, 2, 4, 3, 6",6,8,5,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 3rd day"
"2023",112,"b6q4_3pt6_cperv1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 99, 93, 21, 95, 62, 31, 91, 51, 97",6,4,6,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2023",113,"b6q5_3pt6_cperv1","Industry Code (NIC) for activity 1","","character","01, , 49, 86, 42, 74, 47, 94, 84, 52",6,5,6,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2023",114,"b6q6_3pt6_cperv1","hours actuallly worked for activity 1 on 2nd day","","numeric","8, 0, 6, 7, 9, 5, 4, 10, 11, 3",6,6,6,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on 2nd day"
"2023",115,"b6q9_3pt6_cperv1","wage earning for activity 1 on 2nd day","","numeric","0, 300, 250, 500, 400, 200, 600, 450, 700, 800",6,9,6,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 2nd day"
"2023",116,"b6q4_act2_3pt6_cperv1","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 42, 12, 72, 31, 21, 51, 41, 62",6,4,6,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2023",117,"b6q5_act2_3pt6_cperv1","Industry Code (NIC) for activity 2","","character",", 01, 61, 42, 49, 58, 86, 47, 41, 13",6,5,6,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2023",118,"b6q6_act2_3pt6_cperv1","hours actuallly worked for activity 2 on 2nd day","","numeric","0, 4, 2, 6, 5, 3, 8, 1, 7, 9",6,6,6,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 2nd day"
"2023",119,"b6q9_act2_3pt6_cperv1","wage earning for activity 2 on 2nd day","","numeric","0, 220, 250, 500, 280, 300, 232, 204, 350, 200",6,9,6,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 2nd day"
"2023",120,"b6q7_3pt6_cperv1","total hours actually worked on 2nd day","","numeric","8, 0, 10, 7, 9, 6, 4, 5, 11, 3",6,7,6,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 2nd day"
"2023",121,"b6q8_3pt6_cperv1","hours available for aditional worked on 2nd day","","numeric","0, 5, 2, 1, 3, 4, 6",6,8,6,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 2nd day"
"2023",122,"b6q4_3pt7_cperv1","Status Code for activity 1","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character","11, 99, 93, 21, 95, 31, 62, 91, 51, 97",6,4,7,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 1"
"2023",123,"b6q5_3pt7_cperv1","Industry Code (NIC) for activity 1","","character","01, , 49, 86, 42, 74, 47, 94, 84, 52",6,5,7,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 1"
"2023",124,"b6q6_3pt7_cperv1","hours actuallly worked for activity 1 on 1st day","","numeric","6, 0, 8, 7, 4, 5, 10, 9, 3, 2",6,6,7,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 1 on 1st day"
"2023",125,"b6q9_3pt7_cperv1","wage earning for activity 1 on 1st day","","numeric","0, 300, 250, 500, 400, 800, 200, 600, 450, 700",6,9,7,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 1 on 1st day"
"2023",126,"b6q4_act2_3pt7_cperv1","Status Code for activity 2","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour: in public works; 0 = in other types of  work; 0 = did not work but was seeking and/or available for work; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.)","haven_labelled/vctrs_vctr/character",", 11, 42, 72, 31, 21, 51, 41, 12, 62",6,4,7,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Status Code for activity 2"
"2023",127,"b6q5_act2_3pt7_cperv1","Industry Code (NIC) for activity 2","","character",", 01, 61, 42, 49, 58, 86, 14, 41, 13",6,5,7,2,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (NIC) for activity 2"
"2023",128,"b6q6_act2_3pt7_cperv1","hours actuallly worked for activity 2 on 1st day","","numeric","0, 7, 4, 6, 2, 8, 11, 1, 3, 5",6,6,7,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours actuallly worked for activity 2 on 1st day"
"2023",129,"b6q9_act2_3pt7_cperv1","wage earning for activity 2 on 1st day","","numeric","0, 220, 250, 500, 280, 204, 120, 350, 200, 212",6,9,7,2,"Block 6: current weekly activity and daily work details","Person file: first visit","wage earning for activity 2 on 1st day"
"2023",130,"b6q7_act2_3pt7_cperv1","total hours actually worked on 1st day","","numeric","6, 0, 8, 7, 4, 5, 10, 9, 2, 11",6,7,7,2,"Block 6: current weekly activity and daily work details","Person file: first visit","total hours actually worked on 1st day"
"2023",131,"b6q8_act2_3pt7_cperv1","hours available for aditional worked on 1st day","","numeric","0, 2, 3, 1, 4, 5, 6",6,8,7,2,"Block 6: current weekly activity and daily work details","Person file: first visit","hours available for aditional worked on 1st day"
"2023",132,"b6q5_cperv1","Current Weekly Status (CWS)","0 = worked in h.h. enterprise (self-employed): own account worke; 0 = worked in h.h. enterprise (self-employed): employer; 0 = worked as helper in h.h. enterprise (unpaid family worker); 0 = worked as regular salaried/ wage employee; 0 = worked as casual wage labour in public works other than MGNR; 0 = worked as casual wage labour in MGNREG works; 0 = in other types of  work; 0 =  had work in h.h. enterprise but did not work due to: sickne; 0 =  had work in h.h. enterprise but did not work due to other r; 0 = had regular salaried/wage employment but did not work due to; 0 = had regular salaried/wage employment but did not work due to; 0 = had regular salaried/wage employment but did not work due to; 0 = had regular salaried/wage employment but did not work due to; 0 = attended educational institution; 0 = attended domestic duties only; 0 = attended domestic duties and was also engaged in free collec; 0 = rentiers, pensioners , remittance recipients, etc.; 0 = not able to work due to disability; 0 = others (including begging, prostitution,  etc.); 0 = had regular salaried/wage employment but did not work due to","haven_labelled/vctrs_vctr/character","11, 99, 93, 21, 95, 31, 91, 51, 97, 92",6,5,NA,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Current Weekly Status (CWS)"
"2023",133,"b6q6_cperv1","Industry Code (CWS)","","character","01, , 49, 86, 42, 74, 47, 94, 84, 52",6,6,NA,NA,"Block 6: current weekly activity and daily work details","Person file: first visit","Industry Code (CWS)"
